"X_id","Source_ID","Study_number","Site_number","SS","SSB","SSBS","SSS","Country","Longitd","Latitud","Diversity_metric_type","Predominant_habitat","LU_3","UseIntensity","Sample_start_earliest","Realm","Zone","taxon_of_interest","Total_abundance","log_abundance","Species_richness","Richness_rarefied","CWM_Geographic_range_log10_square_km","range","PropWithData_Geographic_range_log10_square_km","Within_PA","PA","LUPA","IUCN_CAT","IUCN_CAT_number","GIS_AREA","STATUS_YR","DoP","log_AREA_PA","AREA_DoP","elevation","slope","ag_suit","log_slope","log_elevation","multiple_taxa","matched_landuse","hf00","hf05","hf10","hf13","hf09","npp"
4968,"SC1_2006__Mayfield",1,42,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 42","SC1_2006__Mayfield 1 42 Plants","Costa Rica",-83.50272,8.60607,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",246,5.509388337,39,NA,5.398243547,5.398243547,0.581300813,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",138,2.86869,2,1.352915948,4.934473933,"yes","yes",11,11,11,11,3.32581472396851,149.442855834961
4969,"SC1_2006__Mayfield",1,43,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 43","SC1_2006__Mayfield 1 43 Plants","Costa Rica",-83.49709,8.59985,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",691,6.539585956,28,NA,6.529689584,6.529689584,0.800289436,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",93.199996,2.233259,3,1.173490607,4.545420139,"yes","yes",11,11,11,11,3.4675087928772,149.442855834961
4970,"SC1_2006__Mayfield",1,44,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 44","SC1_2006__Mayfield 1 44 Plants","Costa Rica",-83.59142,8.70668,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",145,4.983606622,42,NA,5.435756826,5.435756826,0.717241379,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",297.600006,4.13098,2,1.635296674,5.699104905,"yes","yes",7,7,7,7,3.26350378990173,148.085708618164
4971,"SC1_2006__Mayfield",1,45,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 45","SC1_2006__Mayfield 1 45 Plants","Costa Rica",-83.58246,8.69539,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",411,6.021023349,36,NA,5.178515512,5.178515512,0.326034063,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",291.399993,3.39434,2,1.480317349,5.678122704,"yes","yes",7,7,7,7,3.25827181339264,151.285713195801
4972,"SC1_2006__Mayfield",1,46,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 46","SC1_2006__Mayfield 1 46 Plants","Costa Rica",-83.50012,8.68804,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1879,7.539027056,17,NA,6.488302987,6.488302987,0.174028739,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",66.800003,2.416069,NA,1.228490475,4.216562239,"yes","yes",11.5,11,11.5,12,12.7885303497314,152.899993896484
4973,"SC1_2006__Mayfield",1,47,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 47","SC1_2006__Mayfield 1 47 Plants","Costa Rica",-83.59834,8.69673,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",306,5.726847748,20,NA,5.882822715,5.882822715,0.480392157,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",241.199996,6.412859,2,2.003216195,5.489763815,"yes","yes",9,9,9,9,3.25863552093506,147.328567504883
4974,"SC1_2006__Mayfield",1,48,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 48","SC1_2006__Mayfield 1 48 Plants","Costa Rica",-83.549,8.679,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",134,4.905274778,24,NA,5.484096002,5.484096002,0.343283582,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",215,2.635309,2,1.290694114,5.375278408,"yes","yes",9,9,9,9,3.48913431167603,148.085708618164
4975,"SC1_2006__Mayfield",1,50,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 50","SC1_2006__Mayfield 1 50 Plants","Costa Rica",-83.552,8.681,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",132,4.890349128,28,NA,5.312592031,5.312592031,0.621212121,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",215.800003,3.00183,2,1.386751756,5.378975283,"yes","yes",9,9,9,9,3.34594452381134,148.085708618164
4976,"SC1_2006__Mayfield",1,51,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 51","SC1_2006__Mayfield 1 51 Plants","Costa Rica",-83.548,8.678,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",47,3.871201011,18,NA,5.591074299,5.591074299,0.744680851,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",215,2.635309,2,1.290694114,5.375278408,"yes","yes",7,7,7,7,3.48913431167603,148.085708618164
4977,"SC1_2006__Mayfield",1,52,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 52","SC1_2006__Mayfield 1 52 Plants","Costa Rica",-83.545,8.68,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",29,3.401197382,16,NA,5.585778365,5.585778365,0.689655172,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",215.800003,3.00183,2,1.386751756,5.378975283,"yes","yes",7,7,7,7,3.49592435359955,148.085708618164
4978,"SC1_2006__Mayfield",1,53,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 53","SC1_2006__Mayfield 1 53 Plants","Costa Rica",-83.545,8.678,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",58,4.077537444,21,NA,5.648483296,5.648483296,0.551724138,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",215,2.635309,2,1.290694114,5.375278408,"yes","yes",7,7,7,7,3.48913431167603,148.085708618164
4979,"SC1_2006__Mayfield",1,54,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 54","SC1_2006__Mayfield 1 54 Plants","Costa Rica",-83.5194,8.67446,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1291,7.163946684,33,NA,6.442109335,6.442109335,0.48721921,"yes","IN","IN Pasture",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",88.800003,3.479419,2,1.499493351,4.497585009,"yes","yes",11,11,11,11,6.72627329826355,148.085708618164
4980,"SC1_2006__Mayfield",1,55,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 55","SC1_2006__Mayfield 1 55 Plants","Costa Rica",-83.52829,8.68074,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1667,7.419380583,27,NA,6.408669658,6.408669658,0.470905819,"yes","IN","IN Pasture",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",168.800003,3.31537,2,1.462183068,5.134621292,"yes","yes",9,9,9,9,4.84917736053467,148.085708618164
4981,"SC1_2006__Mayfield",1,56,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants La Palma","SC1_2006__Mayfield 1 Plants La Palma 56","SC1_2006__Mayfield 1 56 Plants","Costa Rica",-83.51264,8.67147,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",3027,8.015657615,20,NA,5.976545186,5.976545186,0.405682194,"yes","IN","IN Pasture",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",65.400001,2.243999,2,1.176806828,4.195697072,"yes","yes",11,11,11,11,6.72627329826355,148.085708618164
4982,"SC1_2006__Mayfield",1,57,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 57","SC1_2006__Mayfield 1 57 Plants","Costa Rica",-83.3101,8.52611,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",2053,7.62754439,21,NA,6.146106905,6.146106905,0.2269849,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",13.6,0.691919,NA,0.525863388,2.681021529,"yes","yes",16,15,18,18,13.5349912643433,137.228576660156
4983,"SC1_2006__Mayfield",1,58,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 58","SC1_2006__Mayfield 1 58 Plants","Costa Rica",-83.2846,8.4159,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1203,7.093404626,26,NA,6.307206996,6.307206996,0.477140482,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",30.799999,3.8624,4,1.581532143,3.459466258,"yes","yes",13,13,14,14,16.7885303497314,NA
4984,"SC1_2006__Mayfield",1,59,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 59","SC1_2006__Mayfield 1 59 Plants","Costa Rica",-83.31353,8.39813,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",1381,7.231287004,26,NA,6.034574767,6.034574767,0.138305576,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",135.600006,5.97862,3,1.942851189,4.917056991,"yes","yes",15,15,15,15,14.7997102737427,142.114288330078
4985,"SC1_2006__Mayfield",1,6,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Las Cruces","SC1_2006__Mayfield 1 Plants Las Cruces 6","SC1_2006__Mayfield 1 6 Plants","Costa Rica",-82.96427,8.78744,"Abundance","Pasture","Human_dominated","Minimal use","01/07/2001","Neotropic","Tropical","Plants",2679,7.893572074,36,NA,6.37247858,6.37247858,0.383351997,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",1165,3.920749,2,1.593460755,7.061334367,"yes","yes",20,16,20,20,15.5,159.057144165039
4986,"SC1_2006__Mayfield",1,61,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 61","SC1_2006__Mayfield 1 61 Plants","Costa Rica",-83.28096,8.47477,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1450,7.280008253,29,NA,6.431678634,6.431678634,0.163448276,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",9.8,0.362632,4,0.309418124,2.379546134,"yes","yes",12.5,12.5,13,13,18,NA
4987,"SC1_2006__Mayfield",1,62,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 62","SC1_2006__Mayfield 1 62 Plants","Costa Rica",-83.39741,8.52047,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1991,7.596894438,40,NA,6.350862462,6.350862462,0.347564038,"yes","IN","IN Pasture",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",157.199996,2.99441,3,1.384895884,5.06386003,"yes","yes",11,11,11.5,12,6.63485503196716,137.214286804199
4988,"SC1_2006__Mayfield",1,63,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 63","SC1_2006__Mayfield 1 63 Plants","Costa Rica",-83.39697,8.52102,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",2705,7.903226809,22,NA,6.243711432,6.243711432,0.124214418,"yes","IN","IN Pasture",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",157.199996,2.99441,3,1.384895884,5.06386003,"yes","yes",11,11,11.5,12,6.63485503196716,137.214286804199
4989,"SC1_2006__Mayfield",1,64,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 64","SC1_2006__Mayfield 1 64 Plants","Costa Rica",-83.41237,8.50619,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",860,6.758094504,55,NA,6.182208936,6.182208936,0.45,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",263.600006,3.72878,2,1.553667241,5.578219274,"yes","yes",6.5,7,7,7,6.28516292572021,142.114280700684
4990,"SC1_2006__Mayfield",1,65,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 65","SC1_2006__Mayfield 1 65 Plants","Costa Rica",-83.40793,8.50847,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",751,6.622736324,49,NA,6.022517335,6.022517335,0.460719041,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",216.399993,2.970669,2,1.378934594,5.381738942,"yes","yes",7,7,7,7,6.29529905319214,137.214286804199
4991,"SC1_2006__Mayfield",1,67,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 67","SC1_2006__Mayfield 1 67 Plants","Costa Rica",-83.4003,8.52185,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",162,5.093750201,39,NA,5.675546041,5.675546041,0.530864198,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",126.199996,2.676889,3,1.302067014,4.845760619,"yes","yes",13,13,13,14,6.43969249725342,137.214286804199
4992,"SC1_2006__Mayfield",1,68,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 68","SC1_2006__Mayfield 1 68 Plants","Costa Rica",-83.39839,8.52198,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",241,5.488937726,32,NA,5.894742132,5.894742132,0.381742739,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",126.199996,2.676889,3,1.302067014,4.845760619,"yes","yes",11,11,11.5,12,6.63485503196716,137.214286804199
4993,"SC1_2006__Mayfield",1,69,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 69","SC1_2006__Mayfield 1 69 Plants","Costa Rica",-83.332,8.52853,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1854,7.525639975,27,NA,6.359565988,6.359565988,0.204422869,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",39.799999,0.866908,3,0.624283586,3.708682057,"yes","yes",14,15,18,18,11.2814521789551,137.228576660156
4994,"SC1_2006__Mayfield",1,7,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Las Cruces","SC1_2006__Mayfield 1 Plants Las Cruces 7","SC1_2006__Mayfield 1 7 Plants","Costa Rica",-83.54414,8.68052,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/07/2001","Neotropic","Tropical","Plants",140,4.94875989,27,NA,5.628704151,5.628704151,0.714285714,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",162.399993,3.74706,2,1.557525479,5.09620114,"yes","yes",7,7,7,7,3.49592435359955,148.085708618164
4995,"SC1_2006__Mayfield",1,71,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 71","SC1_2006__Mayfield 1 71 Plants","Costa Rica",-83.40693,8.51677,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",116,4.762173935,34,NA,5.667284237,5.667284237,0.620689655,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",196,4.16941,2,1.642758562,5.283203729,"yes","yes",9,9,9.5,10,6.38222742080688,137.214286804199
4996,"SC1_2006__Mayfield",1,72,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 72","SC1_2006__Mayfield 1 72 Plants","Costa Rica",-83.34858,8.54495,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",1974,7.588323677,19,NA,6.375815287,6.375815287,0.105876393,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",30.2,0.544363,3,0.434611528,3.440418095,"yes","yes",17,15,18,18,15.7885303497314,137.228576660156
4997,"SC1_2006__Mayfield",1,73,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 73","SC1_2006__Mayfield 1 73 Plants","Costa Rica",-83.39212,8.53681,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",830,6.722629795,31,NA,6.37740903,6.37740903,0.313253012,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",101.400001,1.480479,3,0.908451687,4.628886722,"yes","yes",9,9,10,10,7.77434921264648,137.214286804199
4998,"SC1_2006__Mayfield",1,74,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 74","SC1_2006__Mayfield 1 74 Plants","Costa Rica",-83.30824,8.50744,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",2405,7.785720897,15,NA,6.304652967,6.304652967,0.205821206,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",31.2,1.659989,4,0.978321987,3.471966453,"yes","yes",15,15,15,15,14.8942651748657,139.671432495117
4999,"SC1_2006__Mayfield",1,75,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 75","SC1_2006__Mayfield 1 75 Plants","Costa Rica",-83.32272,8.53184,"Abundance","Pasture","Human_dominated","Light use","01/07/2001","Neotropic","Tropical","Plants",2252,7.72001794,42,NA,6.346375121,6.346375121,0.48401421,"no","OUT","OUT Pasture",0,NA,0,NA,NA,0,"outside",25.6,0.645552,3,0.49807589,3.280911216,"yes","yes",17,16,19,20.5,13.5349912643433,137.228576660156
5000,"SC1_2006__Mayfield",1,78,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 78","SC1_2006__Mayfield 1 78 Plants","Costa Rica",-83.40995,8.51615,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",52,3.970291914,20,NA,5.705483513,5.705483513,0.711538462,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",196,4.16941,2,1.642758562,5.283203729,"yes","yes",9,9,9,10,6.34268665313721,137.214286804199
5001,"SC1_2006__Mayfield",1,79,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 79","SC1_2006__Mayfield 1 79 Plants","Costa Rica",-83.4099,8.51597,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",128,4.859812404,28,NA,5.974145563,5.974145563,0.5625,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",196,4.16941,2,1.642758562,5.283203729,"yes","yes",9,9,9,10,6.37993812561035,137.214286804199
5002,"SC1_2006__Mayfield",1,8,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Las Cruces","SC1_2006__Mayfield 1 Plants Las Cruces 8","SC1_2006__Mayfield 1 8 Plants","Costa Rica",-83.60571,8.69972,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/07/2001","Neotropic","Tropical","Plants",148,5.003946306,37,NA,5.784838811,5.784838811,0.689189189,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",241.199996,6.412859,2,2.003216195,5.489763815,"yes","yes",9,9,9,9,3.27327060699463,147.328567504883
5003,"SC1_2006__Mayfield",1,80,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 80","SC1_2006__Mayfield 1 80 Plants","Costa Rica",-83.415,8.515,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",25,3.258096538,11,NA,5.49194816,5.49194816,0.68,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",273,4.714839,2,1.743066125,5.613128106,"yes","yes",8,8,8,8,6.30543518066406,137.199996948242
5004,"SC1_2006__Mayfield",1,81,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 81","SC1_2006__Mayfield 1 81 Plants","Costa Rica",-83.414,8.514,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",65,4.189654742,27,NA,5.529991275,5.529991275,0.584615385,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",267.600006,4.15606,2,1.640172722,5.593223306,"yes","yes",8.5,8.5,8.5,9,6.30543518066406,137.199996948242
5005,"SC1_2006__Mayfield",1,82,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 82","SC1_2006__Mayfield 1 82 Plants","Costa Rica",-83.414,8.513,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",52,3.970291914,16,NA,5.705044904,5.705044904,0.442307692,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",267.600006,4.15606,2,1.640172722,5.593223306,"yes","yes",8.5,8.5,8.5,9,6.30543518066406,137.199996948242
5006,"SC1_2006__Mayfield",1,83,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 83","SC1_2006__Mayfield 1 83 Plants","Costa Rica",-83.416,8.514,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",142,4.96284463,24,NA,5.552974292,5.552974292,0.507042254,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",267.600006,4.15606,2,1.640172722,5.593223306,"yes","yes",7.5,7.5,7.5,7.5,6.30543518066406,137.199996948242
5007,"SC1_2006__Mayfield",1,84,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 84","SC1_2006__Mayfield 1 84 Plants","Costa Rica",-83.418,8.517,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",48,3.891820298,16,NA,5.409068252,5.409068252,0.416666667,"yes","IN","IN Primary Vegetation",4.5,4.5,603.0724354,1978,23,6.403694117,"large_old",273,4.714839,2,1.743066125,5.613128106,"yes","yes",7,7,7,7,6.3180890083313,137.199996948242
5008,"SC1_2006__Mayfield",1,85,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Pt. Jimenez","SC1_2006__Mayfield 1 Plants Pt. Jimenez 85","SC1_2006__Mayfield 1 85 Plants","Costa Rica",-83.419,8.516,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/07/2001","Neotropic","Tropical","Plants",45,3.828641396,15,NA,5.522301391,5.522301391,0.444444444,"yes","IN","IN Primary Vegetation",1.5,1.5,447.229036,1975,26,6.105304343,"large_old",273,4.714839,2,1.743066125,5.613128106,"yes","yes",7,7,7,7,6.3180890083313,137.199996948242
5009,"SC1_2006__Mayfield",1,9,"SC1_2006__Mayfield 1 Plants","SC1_2006__Mayfield 1 Plants Las Cruces","SC1_2006__Mayfield 1 Plants Las Cruces 9","SC1_2006__Mayfield 1 9 Plants","Costa Rica",-82.9737,8.78173,"Abundance","Primary Vegetation","Primary Vegetation","Minimal use","01/07/2001","Neotropic","Tropical","Plants",249,5.521460918,45,NA,5.697930696,5.697930696,0.457831325,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",1239.199951,4.23605,2,1.655567397,7.123027896,"yes","yes",17,14,18,18,12.5,159.057144165039
5010,"SC1_2008__Gaublomme",1,1,"SC1_2008__Gaublomme 1 Invertebrates","SC1_2008__Gaublomme 1 Invertebrates NA","SC1_2008__Gaublomme 1 Invertebrates NA 1","SC1_2008__Gaublomme 1 1 Invertebrates","Belgium",4.3504,50.809,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/03/2002","Palearctic","Temperate","Invertebrates",4635,8.441607204,22,NA,6.118596211,6.118596211,0.634573894,"no","OUT","OUT Primary Vegetation",0,NA,0,NA,NA,0,"outside",74.5,1.092689,7,0.738449842,4.324132656,"yes","yes",46,46,46,46,42,111.828575134277
5011,"SC1_2008__Gaublomme",1,10,"SC1_2008__Gaublomme 1 Invertebrates","SC1_2008__Gaublomme 1 Invertebrates NA","SC1_2008__Gaublomme 1 Invertebrates NA 10","SC1_2008__Gaublomme 1 10 Invertebrates","Belgium",4.41,50.742,"Abundance","Primary Vegetation","Primary Vegetation","Light use","01/03/2002","Palearctic","Temperate","Invertebrates",3143,8.053251154,66,NA,6.095959181,6.095959181,0.371937639,"yes","IN","IN Primary Vegetation",4.5,4.5,78.206186,1990,12,4.372054402,"small_young",130,0.508288,7,0.410975233,4.875197323,"yes","yes",37,37,37,37,33,112.800003051758
